,x,y,w,h,gray,label
5252,71,190.5,50,23,142.78,0
5252,192.05,34.03,119.19,42.54,114.2,0
5253,85.59,337.85,83.67,27.16,102.31,0
5253,291.5,200.5,105,29,114.39,1
5253,384.5,155.5,93,27,148.02,0
5253,64.72,105.43,105.52,42.32,154.68,0
5253,78,69,66,16,176.84,0
5253,286.5,10.5,59,21,84.03,0
5254,309,135.5,146,29,196.38,1
5255,360.5,409.5,57,21,175.96,0
5255,363.5,240,83,24,189.39,1
5255,256.5,147.5,55,25,195.42,0
5256,320.47,244.22,114.04,42.35,115.17,0
5256,222.5,204.5,83,35,107.21,1
5257,51.5,313,103,34,132.7,0
5257,239.68,299.74,96.06,29.07,59.78,0
5257,266,138.5,80,27,70.37,1
5258,288.66,228.56,111.76,42.02,120.29,1
5258,181,207.5,92,37,105.21,0
5258,69.97,162.66,99.13,34.19,113.39,0
5259,291,178,72,32,153.17,1
5259,148.5,60.5,101,41,173.05,0
5260,293.21,458.07,114.34,31.47,121.33,0
5260,177.55,230.97,129.61,28.42,125.31,1
5260,43,115.5,86,37,189.37,0
5260,71.5,16.5,93,33,132.59,0
5261,214,211.5,130,31,158.09,1
5261,435,108,76,24,104.68,0
5261,231.5,104.5,61,23,103.5,0
5262,242,218,118,26,129.1,1
5263,361.5,402.5,105,29,50.89,0
5263,423,382,70,34,57.37,0
5263,267.52,220.57,131.86,27.08,54.56,1
5263,49,140.5,56,27,254.53,0
5264,120.5,359,61,26,193.64,0
5264,286,272,98,26,176.19,1
5264,455.5,176.88,74.29,36.85,173.75,0
5266,267.5,176.97,102.36,29.52,4.3,1
5266,171.5,158,61,20,17.15,0
5266,106,127,64,30,28.71,0
5266,63,52,64,22,10.89,0
5266,301,12.5,60,25,9.94,0
5267,68,420.5,70,27,181.45,0
5267,66,375.5,54,23,177.07,0
5267,184,348,94,30,128.38,0
5267,380.54,327.97,87.35,34.57,248.51,0
5267,44.06,198.36,101.01,45.31,159.95,0
5267,272.5,133,115,24,236.28,1
5267,270,103,74,26,212.99,0
5268,286.05,272.4,128.19,26.59,58.05,1
5268,344.5,187.5,69,33,31.91,0
5269,46.5,468.5,93,21,130.56,0
5269,277,467,96,24,98.57,0
5269,81,432,72,28,217.73,0
5269,209,399,88,34,167.25,0
5269,212.5,361,49,24,159.2,0
5269,256.5,212,111,24,74.22,1
5269,257,81,66,22,77.12,0
5269,238.5,11,61,22,78.97,0
5269,128.43,17.28,123.75,31.11,97.65,0
5270,301.5,143,109,26,142.24,1
5271,120.5,339.5,61,21,35.13,0
5271,260.5,332.5,65,27,69.55,0
5271,352.9,313.68,78.82,31.39,91,0
5271,259.5,281,51,24,74.82,0
5271,354,278,58,24,108.92,0
5271,28,183.5,56,25,39.52,0
5271,310,156,98,44,104.96,1
5272,24.89,286.09,76.41,36.31,60.35,0
5272,225.5,151,89,26,227.37,1
5272,423,119.5,54,25,173.65,0
5273,228.5,224.5,119,25,24.26,1
5274,282.62,307.25,139.63,38.62,96.89,0
5274,279,210.5,100,27,76.68,1
5274,258.5,87.5,53,21,71.78,0
5274,164,87,54,22,148.41,0
5275,424,464.5,110,29,14.51,0
5275,179,204,92,26,18.78,1
5275,89,196.5,60,21,11.62,0
5275,173,146,70,24,16.53,0
5275,185.5,19.5,91,39,19.63,0
5276,274.5,469,69,20,101.84,0
5276,251.5,214,103,24,118.22,1
5276,161.02,180.03,84.1,38.16,175.74,0
5276,135.43,126.49,121.19,33.84,110.82,0
5276,340,48.5,54,25,190.58,0
5276,368.5,22.5,131,45,143.42,0
5277,183,408.5,76,33,170.42,0
5277,170.5,219.5,103,25,84.4,1
5277,74,160,58,22,133.98,0
5277,103.5,101.5,79,29,105.56,0
5278,363.5,364.5,77,31,4.55,0
5278,276,168.5,106,25,12.57,1
5278,92.5,101,67,26,69.74,0
5278,442,11.5,74,21,0,0
5279,370.5,462.5,95,33,86.98,0
5279,454.5,381.5,49,23,148.89,0
5279,406,243.5,60,23,125.14,0
5279,210.5,234,121,24,129.02,1
5279,408.5,14,75,28,138.36,0
5280,349,446,138,46,32.64,0
5280,414.5,404,61,18,28.72,0
5280,235,196.5,110,29,56.35,1
5280,241.5,160.5,55,25,60.24,0
5280,215,78,76,30,78.58,0
5280,462,62,98,34,68.69,0
5281,209,229.5,114,29,106.34,1
5281,350.38,177.24,123.1,43.78,82.33,0
5281,320.07,55.3,115.75,24.42,117.31,0
5282,256.5,235.5,105,23,4.91,1
5282,160,199,54,22,46.1,0
5282,376.5,108.5,89,43,0,0
5283,203.5,232,111,26,113.54,1
5283,390.5,228,63,30,118.26,0
5283,329.5,189.5,59,21,113.02,0
5283,348.5,11,73,22,101.5,0
5283,220.5,12.5,95,25,42.42,0
5284,367.5,466.5,63,25,170.71,0
5284,284,388,56,24,167.52,0
5284,438.5,355,81,30,156.62,0
5284,295.9,174.73,125.08,26.4,127.87,1
5284,146.73,173.35,122.61,47.36,114.34,0
5284,64.82,137.17,123.7,37,75.68,0
5284,194,129.5,54,23,138.02,0
5284,335,120,70,22,163.96,0
5284,202.5,87,51,22,55.62,0
5285,100.5,465,59,28,197.29,0
5285,415.5,449.5,127,59,196.72,0
5285,126.5,385,59,26,96.65,0
5285,106,262,58,24,94.81,0
5285,242.99,209.14,98.18,31.78,57.61,1
5285,73.26,164.62,96.18,43.41,178.53,0
5285,70.5,69,69,26,185.61,0
5286,180,287,86,22,211.58,0
5286,204.9,185.05,102.57,26.97,175.65,1
5286,434,12,90,24,118.16,0
5287,230.88,202.59,91.35,25.91,6.23,1
5287,353.09,126.7,95.28,38.39,0,0
5288,221.5,238.15,107.5,27.61,110.36,1
5288,110.5,229.5,55,27,173.54,0
5288,43.72,193.56,89.56,30.42,117.2,0
5288,313,180.5,90,33,53.41,0
5288,454,213.5,133,50,83.29,0
5288,47.5,113,53,24,123.34,0
5289,304,220,114,28,135.49,1
5290,436.98,434.54,92.78,34.17,227.37,0
5290,132,364,87.64,37.16,48.37,0
5290,224.5,214,95,22,119.41,1
5290,42.5,198.5,85,25,36.42,0
5290,120.5,44,81,32,134.14,0
5291,272,223,118,26,73.66,1
5291,96,192.5,62,25,134.21,0
5291,175,175,82,32,172.06,0
5291,433.17,174.51,101.97,34.79,105.27,0
5291,176.5,82,71,24,124.85,0
5292,248,197,100,24,36.2,1
5292,66.35,166.83,132.35,50.41,134.25,0
5292,338.5,82,67,24,114.3,0
5293,107,302,66,18,38.19,0
5293,256.33,217.9,95.54,37.66,112.27,1
5293,81.62,172.5,120.09,48.59,115.99,0
5294,431.5,295.5,75,35,28.48,0
5294,255,212.5,102,25,48.31,1
5294,293.5,18.5,83,35,46.03,0
5295,261.5,160.5,103,25,50.55,1
5296,280.5,209,109,28,81.59,1
5296,448,70.5,62,29,83.97,0
5296,296,8,76,16,135.66,0
5297,208.5,453,51,24,251.21,0
5297,392.5,445.5,73,21,234.48,0
5297,285.5,408.5,71,19,255,0
5297,340,369.5,62,29,250.42,0
5297,119,302.5,58,25,78.65,0
5297,193,149.5,106,23,173.96,1
5297,318,10.5,82,21,252.91,0
5298,384,401,78,38,111.74,0
5298,329,148,104,26,164.93,1
5298,220.5,71.5,71,21,162.83,0
5299,250.97,218.02,106.32,25.4,90.47,1
5300,358.5,463.5,97,31,91.39,0
5300,372,431.5,66,25,98.9,0
5300,48.46,399.46,102.16,36.62,206.73,0
5300,84,227.5,68,31,62.13,0
5300,278.44,220.07,109.2,27.64,130.43,1
5300,80.5,150,55,24,40.48,0
5301,356,382.5,72,29,12.84,0
5301,449,297.5,58,25,0,0
5301,294.5,218.5,91,27,5.81,1
5301,113,198.5,68,27,7.53,0
5301,304,152,68,32,7.18,0
5301,227.94,146.14,76.48,29.51,0.91,0
5301,441,114,52,22,0,0
5301,258.5,26.5,91,33,0,0
5301,94,18,84,36,0.28,0
5302,268,162,100,24,145.35,1
5302,143,158,64,24,153.95,0
5302,147.5,120,71,24,121.26,0
5303,416.31,272.43,94.78,41.86,144.22,0
5303,228.5,190.5,99,29,144.75,1
5303,35.5,107,71,24,45.11,0
5304,225.05,224.17,116.3,31.82,120.45,1
5304,337,194.5,64,17,128.24,0
5305,358,344,66,24,54.28,0
5305,237,225.5,106,25,78.62,1
5305,55,85,58,20,150.1,0
5305,165,8.5,68,17,136.9,0
5306,261.37,445.53,169.6,40.76,134.2,0
5306,63.5,405.5,69,27,174.24,0
5306,238.5,187,101,26,24.1,1
5306,415,165.5,98,31,130,0
5306,438,44.5,74,25,131.12,0
5306,388.5,15,107,30,191.78,0
5306,296,11.5,68,23,212.68,0
5307,240,311,60,18,13.84,0
5307,245,207.98,116.35,27.43,83.42,1
5307,368.5,59.5,93,41,214.31,0
5308,17,255,80,34,99.32,0
5308,217.5,190.5,111,53,74.52,1
5308,55.5,180.5,95,33,113.34,0
5308,126,83.5,76,33,101.12,0
5308,380.5,76,81,36,115.26,0
5309,35.5,379.5,61,27,44.49,0
5309,252.5,202.5,111,25,101.77,1
5309,370.5,196,97,28,64.91,0
5309,270.5,104.5,89,35,84.95,0
5310,269.5,202.5,113,25,53.91,1
5311,265,469.5,74,19,54.51,0
5311,125.5,459,115,36,97.45,0
5311,414,381,50,24,23.18,0
5311,75,376.5,88,25,64.74,0
5311,326,336,66,20,33.13,0
5311,250.5,240.5,103,29,37.86,1
5311,118,94.5,68,29,38.74,0
5311,112.99,62.39,88.54,20.53,61.11,0
5311,234,61,90,34,21.08,0
5312,237.11,320.4,113.28,34.03,92.3,0
5312,26.4,317.3,66.63,29.52,133.3,0
5312,256.5,181,123,26,110.54,1
5312,126.5,129.5,65,29,204.14,0
5312,413.5,126.5,89,39,94.71,0
5313,46.5,464.5,93,29,136.31,0
5313,91.35,402.7,121.48,55.81,164.23,0
5313,199.5,365,65,30,222.42,0
5313,238.5,195.5,117,51,148.96,1
5313,197,147,80,36,144.6,0
5313,265.5,31,87,32,144.63,0
5314,395.5,358,51,24,160.25,0
5314,223.5,218,133,44,100.47,1
5314,413.5,67.5,73,31,194.88,0
5314,55.5,47,111,30,165.26,0
5314,105.5,9.5,79,19,133.86,0
5315,231,212,106,26,89.13,1
5316,250.59,284.59,116.75,44.87,84.58,0
5316,224.5,191,125,48,29.16,1
5316,227,84.5,62,23,22.19,0
5316,468.5,84.5,61,21,103.76,0
5316,47.5,36.5,63,29,27.99,0
5317,237,414,74,24,142.85,0
5317,226,189.5,118,25,111.24,1
5317,201,50,60,24,140.52,0
5318,173,463,58,24,101.65,0
5318,333.96,349.06,116.94,38.04,146.76,0
5318,216.5,213.5,97,25,70,1
5318,123.5,129,53,26,127.19,0
5319,282.5,189.5,121,29,87.27,1
5320,423,230,68,24,84.87,0
5320,263,223.5,110,27,60.24,1
5320,231,173,136,38,58.4,0
5321,226.94,245.44,116.26,28.24,24.81,1
5321,359,218.5,74,29,0.1,0
5321,439.5,15.5,79,31,0,0
5322,254,225.5,98,27,115.06,1
5322,215,61.5,98,31,200.71,0
5322,417.54,45.5,89.2,31.14,155.61,0
5322,442.5,10.5,73,21,170.22,0
5323,318.5,465.5,57,27,43.56,0
5323,156,465.5,68,27,22.16,0
5323,126.5,423,61,20,21.68,0
5323,416,279,76,36,85.86,0
5323,134.67,283.6,183.78,34.11,50.59,0
5323,396.5,223.5,55,25,112.65,0
5323,281.5,200.5,115,33,84.02,1
5324,27.5,230.5,55,27,113,0
5324,236,231.5,146,31,93.74,1
5324,68.5,170.5,129,41,165.94,0
5325,368,137.5,106,27,174.4,1
5326,380,363.47,104.98,34.04,71.79,0
5326,202,219,112,28,109.61,1
5328,239.5,214,113,26,136.18,1
5329,382,385,74,26,121.56,0
5329,386,360.5,58,19,119.53,0
5329,198.58,153.52,83.28,26.69,26.36,1
5329,247.5,108,155,36,138.47,0
5330,414,195,76,30,91.28,1
5330,325.5,146.5,69,25,32.87,0
5330,67,134,120,34,143.84,0
5330,36,39.5,72,31,145.02,0
5330,422.5,10.5,109,21,29.36,0
5330,192.5,16,125,32,151.1,0
5331,273.32,400.14,102.04,33.91,134.62,0
5331,230,209.5,122,29,187.94,1
5331,42,163,84,32,110.84,0
5332,228,200.5,114,27,74.05,1
5333,191,465,62,28,217.21,0
5333,227.5,228.5,109,33,86.05,1
5333,34,55,48,22,27.55,0
5334,335.5,339.5,101,47,91.77,0
5334,436.5,271.5,85,31,92.09,0
5334,241,217,94,28,64.16,1
5334,309,191,64,30,76.36,0
5335,245.5,217.5,99,25,45.82,1
5336,114.5,139.53,106.23,35.18,146.82,1
5336,261.47,102.7,89.95,32.74,145.69,0
5337,438.5,369,81,40,73.08,0
5337,230.72,225,126.15,35.22,150.78,1
5337,229.52,172.31,137.7,32.11,163.36,0
5337,150,14,66,28,174.03,0
5338,223,201.5,118,27,164.86,1
5338,206.5,12.5,85,25,171.46,0
5339,188,218,110,28,35.11,1
5339,385,137.5,72,25,241.67,0
5339,87.04,110.99,105.25,37.96,38.11,0
5340,260,213,116,26,2.22,1
5341,39,467,62,24,94.73,0
5341,454,331,50,24,127.38,0
5341,183.5,295.5,73,21,168.15,0
5341,259,217,120,26,85.83,1
5341,104.9,163.52,106.27,36.3,189.82,0
5342,258.46,213,115.18,25.69,70.36,1
5342,111.5,193.5,91,27,109.81,0
5343,248.5,234,85,26,155.11,1
5344,240.5,245,117,26,70.92,1
5344,237,192.5,78,29,63.25,0
5344,402.5,164.5,57,27,210.43,0
5344,243.5,61.5,51,23,143.98,0
5344,268,11.5,56,23,174.28,0
5345,424,370.5,90,37,150.09,0
5345,254.5,144,113,26,140.13,1
5345,123.5,78,83,32,96.09,0
5345,410.98,73.13,130.18,33.92,146.63,0
5346,312.5,220,113,28,106.66,1
5347,252.5,228,107,50,105.17,1
5348,44,397,88,38,70.77,0
5348,123.5,371.5,61,23,164.45,0
5348,398.5,287.5,121,41,187.38,0
5348,248.11,280.89,85.42,27.38,99.31,0
5348,266.65,203.17,95.33,29.78,84.38,1
5348,33.41,90.82,69.46,24.07,104.78,0
5348,308.44,68.16,117.42,32.28,158.83,0
5349,209,261.5,66,19,15.19,0
5349,224.01,217.21,118.5,25.33,8.96,1
5349,376.5,180.5,61,29,64.94,0
5350,258.71,409.22,97.9,46.82,119.75,0
5350,266.47,255.93,98.08,24.45,141.74,1
5350,246.05,163.85,82.78,32.65,126.61,0
5350,99.5,110.5,81,31,73.49,0
5350,408,18.5,80,37,76.42,0
5351,228.5,200,79,28,66.57,1
5351,33,53.5,66,29,155.01,0
5352,288,164.5,84,23,158.03,1
5353,435.85,357.87,103.64,48.93,57.67,0
5353,329,282,124,30,31.76,1
5354,150,435.5,88,27,203.34,0
5354,217,239.5,110,27,141.9,1
5354,208,207.5,60,29,152.63,0
5354,89.5,135.5,63,21,85.11,0
5354,171.5,79,55,22,143.21,0
5355,323.5,464,61,24,153.36,0
5355,47.61,277.45,99.87,29.41,146.73,0
5355,196.5,228,103,28,84.02,1
5355,293,83,68,28,135.53,0
5355,371.5,40,119,52,126.86,0
5356,215,361.5,80,25,0,0
5356,266,199.5,114,27,0,1
5356,300,85.5,122,45,0.27,0
5357,147.82,399.38,134.42,44.7,44.3,0
5357,450.5,186.5,57,27,240.18,0
5357,283,178.5,110,27,34.57,1
5357,90.5,63,65,24,152.08,0
5358,35,465,70,28,174.62,0
5358,31,431,62,30,192.66,0
5358,254.5,276.5,59,25,50.98,0
5358,243.5,226.5,109,25,63.41,1
5358,276.5,163.5,63,19,57.95,0
5358,139,42.5,108,45,102.56,0
5358,172.5,8,73,16,125.59,0
5358,76.5,8.5,85,17,63.77,0
5359,253.98,260.61,118.17,28.86,96.56,1
5359,159,221,52,22,183.82,0
5359,441.5,200,63,28,160.86,0
5360,240.5,355,53,20,53.55,0
5360,218,193.5,108,49,91.36,1
5360,99,177.5,52,23,98.79,0
5360,202.5,147,81,34,65.73,0
5360,285.96,92.88,144.45,26.83,114.66,0
5361,265,442,72,28,69.48,0
5361,442,202.5,74,23,222.95,0
5361,272.08,203.6,112.63,26.55,157.25,1
5362,228.5,172.5,107,29,115.74,1
5362,400.5,155.5,65,19,163.76,0
5363,51.5,364,61,24,82.91,0
5363,355.53,211.15,98.04,29.17,103.9,1
5363,347.5,157.5,57,19,148.82,0
5363,30.5,79,61,24,68.33,0
5363,45.5,15.5,91,31,72.34,0
5364,346.5,188,79,36,148.45,0
5364,203.45,167.85,131.28,27.32,88.51,1
5364,301,126.5,54,23,162.02,0
5364,95.74,115.66,94.58,27.88,209.85,0
5364,200.5,48.5,81,33,70.24,0
5364,108.5,12.5,121,25,185.14,0
5365,187.5,227.5,119,27,127.5,1
5365,362.18,178.29,106.56,26.57,138.23,0
5365,124,101.5,60,27,152.56,0
5365,244.5,65.5,63,21,57.8,0
5366,206,214.5,116,25,149.77,1
5366,362.76,199.22,117.65,33.17,38.82,0
5366,247,134,62,20,224.47,0
5367,281,463.5,66,29,151.43,0
5367,171,414.5,70,27,185.7,0
5367,340.5,380.5,53,25,110.44,0
5367,178,351,58,24,114.89,0
5367,235.5,326.5,71,33,88.66,0
5367,295.5,216,133,28,89.26,1
5367,128.5,210.5,71,21,181.26,0
5367,431.5,94,75,26,120.81,0
5367,289,92,66,28,90.65,0
5368,268.5,216.45,125.49,30.19,129.32,1
5368,81.5,150.5,81,39,81.86,0
5368,326.5,70,53,24,191.3,0
5369,195.5,460,93,38,50.65,0
5369,306,407,90,34,66.45,0
5369,362,363.5,112,49,99.32,0
5369,301.5,176.5,115,35,84.9,1
5369,321.78,15.26,122.45,37.47,89.52,0
5369,106.5,23,121,46,154.64,0
5370,362,382.5,72,23,170.58,0
5370,14.5,401.5,101,29,92.18,0
5370,449.43,303.74,80.28,37.53,173.29,0
5370,332.5,264.5,93,43,156.24,1
5370,257.41,199.37,97.48,27.2,77.2,0
5371,390,437,76,30,87.27,0
5371,237,377.5,90,37,88.48,0
5371,250.43,208.95,119.35,25.92,57.68,1
5371,45.7,136.34,101.77,45.44,151.51,0
5371,323.36,48.49,109.23,50.29,83.85,0
5372,433.5,404.47,93.13,33.56,221.52,0
5372,84.54,380.7,115.94,30.57,54.26,0
5372,203.5,196,93,32,127,1
5372,170,83.5,74,23,118.18,0
5372,416.5,90,93,40,178.83,0
5373,96,323,58,26,116.14,0
5373,262,220.5,126,27,87.67,1
5373,255.5,179.5,67,23,71.45,0
5373,139.5,11,87,22,162.78,0
5374,391,393,86,20,167.5,0
5374,208,223,102,28,154.94,1
5374,452,170.5,54,21,165,0
5375,44.5,187.5,79,27,159.58,0
5375,219,178,132,26,98.54,1
5375,44.24,128.65,89.97,26.24,144.51,0
5375,251.5,100,77,20,136.67,0
5375,309.5,15.5,71,31,80.05,0
5376,290,161.5,106,27,143.19,1
5376,447.5,53.5,63,29,122.47,0
5377,254,408,52,24,30.12,0
5377,193,405,58,18,26.92,0
5377,353.27,299.11,117.76,43.64,20.62,0
5377,318.97,238.91,93.78,32.36,21.53,1
5377,216.6,233.7,88.86,33.2,50.7,0
5377,15.5,83,76,31,33.15,0
5378,288.52,188.37,89.71,31.3,113.82,1
5378,238.81,83.9,127.47,45.38,138.56,0
5378,127.5,12,111,24,133.07,0
5379,419.45,216.08,95.09,27.49,0,0
5379,215,211,142,30,10.5,1
5380,433.5,281.5,65,27,241.03,0
5380,263.44,241.09,119.29,27.62,140.62,1
5380,181.5,158.5,79,29,237.83,0
5380,432.5,80.5,81,27,246.13,0
5380,377,35.5,60,25,244.3,0
5381,296.5,175.5,121,29,122.62,1
5381,316.5,122.5,77,23,160.65,0
5381,101.5,89,123,36,204.76,0
5382,271.5,199.5,131,29,74.49,1
5382,305,118.5,102,47,128.46,0
5382,75.5,94,93,34,187.53,0
5383,222.5,432.5,61,19,120.21,0
5383,155.5,377,77,24,155.84,0
5383,311.6,276.19,94.33,36.49,49.88,0
5383,217.5,218,105,26,111.17,1
5383,28.5,120,57,22,75.85,0
5383,432.71,42.55,108.6,43.26,80.17,0
5384,230,213,112,46,59.7,1
5384,371.5,155,53,22,22.18,0
5385,228.5,231,129,30,12.29,1
5386,239.88,324.65,81.79,21.9,40.83,0
5386,49.32,307.09,107.52,39.96,31.71,0
5386,291.42,215.87,119.68,27.44,78.61,1
5386,286.5,156,69,22,60.95,0
5386,446,147.5,66,23,92.86,0
5387,250.5,221.1,81.67,27.72,100.66,1
5388,301.5,340.5,57,19,110.34,0
5388,167.5,278.5,85,39,122.03,0
5388,329.88,233.6,106.85,27.38,108.57,1
5389,275.5,168.88,125.32,29.59,94.83,1
5389,75.5,99.5,81,39,160.61,0
5389,438.08,84.5,83.13,34.44,125.56,0
5389,86.5,59.5,61,27,119.78,0
5389,253,55.5,58,25,130.84,0
5389,350.01,49.88,88.47,29.34,141.78,0
5389,27.5,22,55,26,161.41,0
5389,272.5,21,77,34,162.62,0
5391,223.52,209.86,129.42,26.82,114.4,1
5392,338.5,217.5,79,25,95.23,0
5392,235.74,212.78,100.58,33.45,70.98,1
5392,228.5,179.5,59,29,104.93,0
5392,307,129,54,26,92.77,0
5393,25,412.5,50,21,66.95,0
5393,27.5,246.5,55,27,106.12,0
5393,254.5,167.5,101,21,118.69,1
5394,409.5,385.5,69,29,42.64,0
5394,231.96,137.22,138.24,28.9,40.69,1
5395,232.5,205.5,113,31,120.78,1
5395,91.5,123,55,26,94.46,0
5395,91,32,76,36,58.12,0
5396,200,208.5,122,27,65,1
5396,193.5,35,75,34,76.26,0
5396,89.16,35.32,123.36,54.09,55.34,0
5397,285,311,70,28,95.78,0
5397,41,238.5,82,23,108.86,0
5397,273,218.5,102,35,75.02,1
5397,135.5,202.5,53,21,79.08,0
5398,176.5,203,89,36,169.49,1
5399,217.19,206.19,82.02,33.71,106.9,1
5399,256.44,71.03,146.03,31.25,110.15,0
5399,126,24.5,106,49,136.5,0
5400,172.19,449.49,87.44,41.46,55.45,0
5400,84,295.5,60,19,84.39,0
5400,226,217.5,102,27,147.9,1
5400,41,164,60,22,59.85,0
5400,53.5,122,107,42,48.61,0
5400,424.5,89,109,48,111.58,0
5401,393,213.5,94,27,90.8,1
5401,110,108,110,52,126.63,0
5401,322,24.5,98,47,144.2,0
5401,232.55,22.66,103.34,49.85,121.8,0
5402,200.5,467,113,24,16.31,0
5402,153.5,145.5,51,21,10.08,0
5402,265.5,137.5,95,27,33.25,1
5403,467,447,58,24,98.82,0
5403,264,387,74,30,91.78,0
5403,156,371.5,50,23,98.18,0
5403,416.33,245.68,111.39,38.28,94.61,0
5403,262,214,122,28,61.62,1
5403,99.5,193.5,79,25,154.65,0
5403,421,146,80,20,84.38,0
5403,92.5,145,63,26,131.32,0
5403,97.88,72.76,167.19,32.64,177.98,0
5404,305.35,227.34,149.99,33.87,90.91,0
5404,195.5,190.5,87,27,28.13,1
5404,102.5,22,53,20,194.43,0
5405,168.17,223.44,146.81,39.76,76.92,1
5406,25.5,322.5,51,23,76.1,0
5406,306,285.5,74,31,29.5,0
5406,198,210.5,96,29,93.29,1
5406,43.5,185,71,34,79.56,0
5406,181.5,108,113,26,120.14,0
5407,187,395.5,74,21,81.63,0
5407,280.5,355.5,61,21,156.85,0
5407,275,173.5,108,31,141.66,1
5407,124,108.5,52,25,62.7,0
5407,299,50.5,138,47,113.75,0
5407,427,24.5,104,49,251.82,0
5408,228,239.5,108,31,148.08,1
5408,61.5,69,61,24,176.35,0
5409,106,453,78,32,55,0
5409,183.5,445.5,65,29,119.16,0
5409,26.5,322,53,22,163.01,0
5409,288.5,260,89,36,155.4,0
5409,238.75,187.6,136.23,46.68,112.41,1
5409,57.81,51.46,127.65,42.08,201.62,0
5409,407.5,19.5,143,39,153.16,0
5410,225.13,441.57,92.02,38.79,90.65,0
5410,121.5,422.5,55,23,141.44,0
5410,319.5,411,63,24,52.03,0
5410,271.28,228.26,96.15,27.59,28.31,1
5410,367.5,135,71,20,75.41,0
5410,363,67.5,62,29,135.83,0
5411,220,195,88,28,78.93,1
5411,102,49.5,100,41,210.84,0
5411,275.5,15.38,93.71,30.49,169.17,0
5411,99.5,10,107,20,181.88,0
5412,264.21,249.84,112.5,33.61,96.62,1
5412,289.2,138.81,100.68,39.54,114.14,0
5413,310.5,199.5,117,25,86.54,1
5413,122.5,83.5,61,25,180.44,0
5413,386,10,78,20,94.83,0
5413,294,11.5,72,23,133.85,0
5414,223,469,68,20,164.3,0
5414,60.5,463,59,20,82.74,0
5414,321.5,220.5,119,29,60.22,1
5414,66,169.5,64,25,238.06,0
5415,313,460.5,72,25,200.54,0
5415,208.5,433.5,77,21,185.07,0
5415,226.07,241.38,124.41,30.22,109.82,1
5415,213,43.5,114,23,103.24,0
5416,215.5,211.96,125.19,27.71,113.33,1
5416,399.5,189,63,26,145.45,0
5417,217.5,177.5,117,27,77.33,1
5418,254.5,224.12,117.32,31.5,87.19,1
5418,344,86.5,84,19,16.39,0
5418,320,13.5,96,27,25.96,0
5419,413,464.5,64,29,103.73,0
5419,242.5,210.5,119,27,61.51,1
5419,316,127,74,20,122.15,0
5419,295,76,84,40,119.65,0
5420,444.5,467.5,69,23,122.79,0
5420,375.5,256,67,28,80.24,0
5420,205.5,249.5,119,25,136.43,1
5421,116.5,352.5,57,21,203.93,0
5421,258,210,132,34,65.66,1
5421,47.5,82.5,73,23,103.2,0
5421,260,51,56,22,38.75,0
5421,395.5,11,69,22,56.54,0
5422,281,264,110,38,117.54,1
5422,397,241.5,58,23,174.12,0
5422,146.5,20,111,40,152.37,0
5423,280.93,202.29,106.56,29.16,39.64,1
5424,308.25,427.44,97.98,37.57,113.07,0
5424,224,241.5,106,29,174.79,1
5424,46.56,211.99,101.25,38.05,127.35,0
5425,255,167,118,46,3.66,1
5425,414.5,140,59,24,6.01,0
5426,290.5,191.5,153,45,1.09,1
5426,127.5,138,53,24,10.74,0
5426,394,18.5,52,21,0,0
5427,162,438.5,74,25,157.83,0
5427,347.5,427,93,38,135.94,0
5427,229,385,80,36,85.75,0
5427,387.92,360.09,103.14,40.69,125.67,0
5427,238.5,340,77,36,42.02,0
5427,122.5,332.5,53,21,147.72,0
5427,334.5,330,89,32,121.26,0
5427,276.04,204.07,118.23,27.46,69.44,1
5427,283,155.5,62,29,89.81,0
5427,273,98.5,82,31,89.63,0
5428,293,469,56,20,147.71,0
5428,242,216.5,114,25,75.26,1
5429,275,455,88,20,138.26,0
5429,434.6,421.71,116.85,52.56,141.97,0
5429,271.54,166.94,111.92,30.59,132.88,1
5430,243,213.5,104,27,77.35,1
5430,234,184,50,24,55.4,0
5430,449,36.5,60,27,59.45,0
5430,81.5,17.5,95,35,129.71,0
5431,206.5,448,55,26,104.59,0
5431,320,350.5,108,41,91.41,0
5431,77.44,343.33,180.12,36.21,165.15,0
5431,355.5,244,51,24,96.31,0
5431,235.34,233.59,149.47,48.99,126.26,1
5432,250.06,444.44,124.37,41.41,64.54,0
5432,203.04,211.33,127.03,26.17,117.56,1
5432,374,116,60,22,57.96,0
5432,149,15,66,30,217.19,0
5433,212.5,373,71,34,30.14,0
5433,286.47,214.35,103.47,26.81,61.78,1
5433,398.5,203,61,26,180.95,0
5433,376.5,168,77,26,148.13,0
5433,115.5,40.5,61,23,143.87,0
5434,347.5,312,103,40,141.63,0
5434,274,282.5,56,19,149.52,0
5434,53.5,258,73,28,154.63,0
5434,96.5,188,103,28,173.64,1
5434,37.5,144.5,75,31,118.3,0
5435,350,460,62,30,39.3,0
5435,443,415.5,62,21,40.57,0
5435,253,201.5,124,25,94.39,1
5435,94,188.5,48,23,143.95,0
5436,329.5,389,77,22,63.48,0
5436,322.42,310.62,98.89,26.29,51.65,0
5436,232,234,110,30,75.13,1
5436,130,193,112,42,114.76,0
5437,233,218.5,130,27,53.01,1
5438,375,175.5,114,25,109.56,1
5438,388,74.5,58,19,184.26,0
5439,102.5,465,89,28,164.82,0
5439,35.82,403.82,116.52,52.44,190.44,0
