image,x,y,width,height,B,G,R,label
5702,102.5,234,95,28,237.9,234.76,222.45,0
5702,413.5,226.5,55,21,77.51,68.12,48.17,0
5702,262.85,215.32,118.56,28.81,31.19,44.72,14,1
5702,37,152.5,68,27,134.68,122.67,100.31,0
5702,443,12.5,54,25,29.62,37.62,14.61,0
5703,224,236,142,28,128.87,150.43,97.29,1
5703,92.5,195.5,51,25,116.54,173.56,125.5,0
5704,258.52,247.12,123.41,29.55,197.5,166.32,141.39,1
5704,41.49,234.82,84.35,36.9,90.75,116.78,114.66,0
5704,400.5,69,69,30,133.76,118.76,99.76,0
5705,221.5,224.5,109,23,108.58,106.53,76.01,1
5705,14,136.5,59,28,185.38,199.23,176.25,0
5706,136,241.5,78,35,201.87,230.49,224.9,0
5706,243.5,219.5,119,29,56.37,79.48,58.09,1
5706,412,175,88,42,86.46,103.22,60.61,0
5706,433,18.5,92,25,10.89,67.31,3,0
5706,336.5,17,93,34,70.7,92.69,54.35,0
5707,272.8,359.09,90.33,25.91,22.05,26.58,30.83,0
5707,64,263.5,86,41,17.35,17.76,17.7,0
5707,255.5,219,143,32,26.16,35.8,26.32,1
5707,410,93.5,62,23,100.66,163.21,174.73,0
5707,321.5,63,57,26,121.05,178.25,191.2,0
5707,240.5,50.5,109,47,41.34,70.84,78.26,0
5707,415.94,44.35,136.87,46.26,100.67,161.55,175.48,0
5707,63,18,92,36,17.31,26.01,17.31,0
5708,254,219,108,24,92.05,105.51,74.58,1
5708,77.5,72.5,89,39,94.17,117.28,95.83,0
5709,231,159.5,112,51,69.95,72.42,69.49,1
5709,212,15.5,64,31,63.57,64.19,64.52,0
5710,287,325.5,92,45,133.78,145.57,132.07,0
5710,354.42,262.14,90.7,31.82,94.5,113.17,85.76,0
5710,225.51,228.07,107.96,40.85,150.05,136.56,109.88,1
5710,82,190,58,22,150.76,172.37,164.52,0
5710,363,134.5,62,23,48.48,49.83,50.53,0
5710,79,29.5,94,41,221.45,200.85,180.31,0
5710,184,14.5,50,23,214.39,185.73,177.5,0
5711,201.85,231.66,112.06,30.36,132.58,114.39,75.83,1
5711,285,182,56,22,30.76,30,5.47,0
5712,188.07,191.64,102.89,25.63,34.67,49.1,56.47,1
5712,119,138,80,26,76.91,105.88,121.76,0
5713,185.5,207.5,145,29,127.26,111.62,66.98,1
5713,236.5,122.5,75,27,112.68,108.42,64.84,0
5714,203.5,319.5,47,23,105.13,106.06,94.53,0
5714,242.5,223,107,38,111.41,119.22,91.25,1
5714,57,209,56,24,201.81,216.25,211.65,0
5714,119.05,41.59,86.37,29.06,177.14,192.32,196.02,0
5715,316.5,324.5,133,51,85.49,97.91,82.85,0
5715,95,234,68,20,43.99,54.77,55.99,0
5715,251,221,114,32,130.65,128.13,102.96,1
5715,281.9,143.75,109.43,37.6,81.45,88.54,79.03,0
5715,292,51.5,66,21,84.38,86,88.12,0
5716,348.78,453.77,144.96,34.23,1.7,7.42,1.37,0
5716,200,217.5,134,27,23.36,46.84,20.38,1
5716,90.71,174.45,149.7,38.78,24.11,51.41,26.03,0
5717,139.5,468.5,77,21,225.99,192.66,192.21,0
5717,59.5,465.5,55,21,173.03,144.55,146.38,0
5717,161,365,56,20,239.48,222.14,215.2,0
5717,231.5,223,123,26,106.94,70.84,56.84,1
5717,142,86.5,68,25,192.81,166.32,166.5,0
5717,327.5,71.5,85,37,146.97,104.19,109.49,0
5717,286.5,16.5,89,25,117.98,86.6,90.22,0
5718,262.5,286.5,121,27,18.85,61.45,17.19,1
5719,438.23,449.17,96.94,47,211.89,185.27,161.1,0
5719,88.5,365.5,79,35,156.64,138.85,114.12,0
5719,293.08,206.57,132.54,27.66,160.25,129.59,112.83,1
5719,86.5,96.5,83,35,213.94,199.52,166.18,0
5719,438,10,82,20,183.06,147.06,131.06,0
5719,253,29,122,58,223.37,187.37,171.37,0
5719,99,14.5,68,29,227.38,194.68,175.46,0
5720,246,465.5,50,23,34.77,57.55,86.52,0
5720,70.5,464,141,30,96.07,125.61,149.38,0
5720,147.5,364.5,103,31,47.93,78.2,102.11,0
5720,242,222.5,128,29,29.17,37.86,29.51,1
5720,238,187,60,28,28.42,50.13,21.56,0
5720,101.5,171,103,40,36.59,41.47,49.75,0
5720,145,12,112,24,46.62,48.24,65.33,0
5720,38.5,14,61,28,112.44,119.58,103.81,0
5721,287.5,231,123,28,72.43,76.08,65.6,1
5721,40.73,86.49,85.16,33.52,112.55,111.31,124.78,0
5722,121,445.5,104,21,54.34,59.8,54.26,0
5722,271.5,226.5,107,25,99.6,108.19,92.8,1
5723,249.03,205.51,118.59,26.67,12.02,32.24,5.3,1
5723,105,168,126,38,34.04,50.59,14.44,0
5723,183.5,115,69,34,13.44,47.04,8.07,0
5723,253.5,101.5,71,27,1.86,6.64,1.45,0
5723,400.5,87.5,65,29,30.04,91.32,46,0
5723,298,10,74,20,0,0,0,0
5724,325.53,212.04,120.5,29.17,53.83,63.39,46.51,1
5724,225.59,20.58,168.4,35.2,102.92,109.97,90.01,0
5725,190,460,82,24,156.98,147.64,132.16,0
5725,283,452,70,20,83.12,75.95,62.49,0
5725,443.55,301.23,86.38,36.08,97.17,100.17,69.48,0
5725,313.5,232.5,145,29,63.15,57.52,44.32,1
5725,287,152.5,120,43,45.99,43.42,35.17,0
5727,332.5,418.5,53,21,33.48,40.81,17.92,0
5727,300.5,220.5,89,29,91.7,90.43,67.56,1
5727,173.5,42.5,67,31,249.74,250.67,247.12,0
5728,243,368,113.38,44.62,112.4,123.86,121.34,0
5728,382,317.5,56,23,202.66,202.39,189.64,0
5728,256,213,120,34,155.88,175.37,148.86,1
5728,246,120.5,72,31,203.2,229.47,238.04,0
5728,128.5,68.5,57,27,156.52,161.44,160.97,0
5728,27.5,19.5,55,25,128.79,159.35,123.54,0
5728,417.5,19.5,93,39,97.31,112.69,106.63,0
5729,191.56,201.52,141.23,30.49,154.85,137.59,115.56,1
5730,44.98,320.1,99.23,44.91,16.19,52.03,21.57,0
5730,235.89,231.89,128.42,27.55,23.75,54.4,20.8,1
5730,239,27,80,32,25.22,92.72,38.93,0
5731,25,332.5,50,21,223.28,227.82,213.79,0
5731,209.43,241.7,131.24,28.85,106.23,107.81,81.38,1
5731,406.5,232,71,30,119.04,120,117.17,0
5731,350.5,180,65,32,117.05,118.83,117.12,0
5731,109.5,84,67,26,154.89,173.13,144.81,0
5732,252.86,231.85,94.2,36.6,35.62,66.93,28.63,1
5732,132.5,175,87,38,84.78,132.68,85.98,0
5732,251.5,163.5,73,27,50.8,79.46,48.46,0
5732,107.5,48.5,119,25,75.8,110.68,65.17,0
5733,234.9,193.48,144.31,28.64,74.76,66.42,35.11,1
5733,68,118.5,56,21,78.53,62.69,32.4,0
5734,286.51,201.82,123.72,28.81,129.6,113.87,91.39,1
5734,463.5,124.5,63,31,174.07,148.33,101.38,0
5735,259,216,108,28,32.85,46.66,32.25,1
5735,341.5,186,63,22,44.89,47.12,46.77,0
5735,147.5,175.5,71,29,158.03,177.95,152.38,0
5735,248,175,88,40,32.4,33.55,32.95,0
5736,203,466,54,26,89.35,116.45,105.27,0
5736,40.78,300.76,91.75,32.49,96.44,141.61,128.01,0
5736,388.5,216.5,101,33,5.18,63.42,3.45,1
5736,141.5,58,79,30,215.38,211.63,211.78,0
5737,228.5,204.5,119,25,75.43,90.25,71.42,1
5737,31,25,62,26,120.3,177.1,130.01,0
5737,177.5,11.5,87,23,130.24,119.26,103.64,0
5738,250.5,166,83,28,111.46,116.59,115.78,1
5738,84.59,95.59,96.24,39.04,145.36,165.41,135.82,0
5739,233.5,226,131,30,16.03,43.94,39.79,1
5739,421.5,96.5,115,47,7.95,10,5.73,0
5740,83.5,468.5,51,21,113.82,134.88,122.19,0
5740,238.5,225.5,115,33,110.78,108.97,106.2,1
5740,188.5,77.5,61,23,173.25,167.66,196.1,0
5740,164,31.07,115.23,53.89,111.87,101.33,112.12,0
5741,75.5,246.5,75,25,91.25,84,63.03,0
5741,193,207,104,30,186.28,164.86,122.82,1
5741,420.5,128,117,38,148.85,112.9,96.65,0
5741,30,12,60,18,125.99,140.1,90.43,0
5742,207.5,180,135,28,75.07,82.37,52.41,1
5742,311,40.5,56,25,130.13,136.47,118.12,0
5742,233.5,36.5,59,27,78.85,80.59,75.52,0
5742,97.5,25.5,125,51,155.7,161.32,148.37,0
5743,226.31,215.6,99.07,27.39,61.63,71.85,45.33,1
5744,231.5,246,91,40,76.86,68.07,42.09,1
5745,115,243.5,60,23,158.22,143.51,130.7,0
5745,222.5,228.5,121,29,172.13,172.99,136.33,1
5745,119,183.5,82,27,139.13,132.23,123.7,0
5745,271.07,181.11,167.8,32.49,120.25,129.77,102.05,0
5745,86.69,107,131.04,43.46,98.88,123.96,122.05,0
5745,392.5,8,77,16,142.38,155.46,153.25,0
5745,254,13,88,26,115.86,139.36,135.3,0
5746,275.51,199.67,89.49,31.95,160.08,163.89,152.51,1
5747,201.5,240.5,123,31,92.01,65.15,74.21,1
5747,411.5,14,61,28,126.68,97.39,61.19,0
5748,406,255.5,60,29,134.91,96.83,84.87,0
5748,290.5,229.5,81,33,190.56,150.03,134.86,1
5748,340.5,152.5,105,25,134.21,119.36,114.13,0
5749,268.5,219.79,84.93,30.27,52.02,61.42,55.44,1
5750,265.09,207.51,140.42,27.98,141.96,150.44,127.26,1
5750,451,161.5,56,25,62.88,85.88,81.88,0
5751,253,214.5,118,31,103.74,145.16,83.23,1
5751,415,156.5,116,39,14.57,50.34,24.51,0
5751,133.5,71.5,51,23,77.58,138.58,101.01,0
5752,351.5,295.5,71,27,101.42,103.8,96.88,0
5752,144.5,227,51,22,184.85,186.03,164.6,0
5752,248,204,124,30,87.67,91.43,66.31,1
5752,420,68.5,68,21,83.58,83.98,83.92,0
5753,270,237.5,130,29,85.64,88.44,61.87,1
5753,56.5,214,83,40,134.84,121.97,109.46,0
5753,414,163,68,28,135.51,143.51,120.51,0
5753,87.97,75.62,126.52,37.14,146.02,163.45,141.66,0
5753,364,19,64,28,148.51,156.5,133.53,0
5753,441,11,76,22,162.22,170.22,147.22,0
5754,200.5,235.5,141,29,156.81,156.32,141.06,1
5754,430.69,93.04,98.74,49.07,120.22,143.29,80.43,0
5754,409,57,72,22,108.1,133.15,75.15,0
5754,349,23,132,46,113.55,135.27,94.15,0
5755,72.5,450,61,22,166.62,166.94,188.24,0
5755,290,417.5,62,29,51.75,78.95,55.21,0
5755,243,219,130,28,32.27,34.75,29.75,1
5756,254.5,214,125,34,177.85,177.27,155.32,1
5757,257,243,122,28,141.28,120.73,77.26,1
5757,260.5,205,109,42,119.95,115.29,68.34,0
5757,272.5,9.5,61,19,188.42,169.2,133.89,0
5758,232.5,470.5,71,17,44.82,103.82,52.82,0
5758,426.5,437,65,30,29.81,92.97,25.13,0
5758,280.59,433.8,105.49,34.59,33.27,86.66,36.7,0
5758,48,362,54,20,26.09,38.87,24.17,0
5758,288.23,213.29,132.79,33.14,27.01,69.57,28.93,1
5758,384.11,15.07,128.61,28.54,9.8,46.46,11.98,0
5758,59,14,68,28,39.58,70.21,32.94,0
5759,315.61,251.36,93.23,25.47,99.79,113.78,58.82,0
5759,254.72,192.8,98.47,35.35,124.61,152.72,93.7,1
5760,445,425.5,58,23,168.39,197.43,172.67,0
5760,219.04,225.9,136.23,31.47,152.46,135.94,159.06,1
5761,244.5,419.5,69,29,38.94,65.87,35.87,0
5761,328.5,386,77,34,103.7,153.66,106.71,0
5761,62,374,114,44,102.56,154.14,109.65,0
5761,32,210,64,24,76.14,134.08,90.49,0
5761,279.5,206.5,131,31,38.33,63.82,37.54,1
5761,322.84,163.72,134.34,32.63,42.28,74.47,40.21,0
5761,217.5,163,69,32,80.31,125.09,83.8,0
5761,357,21,114,42,77.17,140.22,78.31,0
5762,221,231.5,138,29,99.86,108.78,72.96,1
5762,75.09,153.9,128.54,57.39,128.64,143.96,126.84,0
5763,446,456.5,56,23,111.69,139.01,111.69,0
5763,107.5,243,63,18,73.87,73.9,72.86,0
5763,241,202.5,100,41,153.05,155.74,126.99,1
5763,272.76,45.23,102.72,29.31,128.1,133.04,118.83,0
5764,239,195,122,30,58.61,64.43,47.21,1
5764,162.51,19.07,89.35,35.49,167.61,181.21,178.88,0
5765,136,250,52,24,75.13,87.77,75.45,0
5765,268,221,96,46,72.16,82.7,65.52,1
5765,159.08,174.99,127.27,36.17,83.65,107.4,104.44,0
5765,227,92.5,54,23,46.94,62.46,63.6,0
5766,243.54,216.28,131.8,30.64,205.21,196.57,150.8,1
5767,426,462,106,34,50.9,82.94,66.5,0
5767,289,414.5,90,35,33.31,39.86,34.57,0
5767,391.5,320,127,26,44.7,66.33,45.55,0
5767,50.5,269,101,50,83.09,93.33,75.12,0
5767,257.02,215.42,126.37,34.59,58.36,62.42,41.02,1
5767,344.5,170.5,77,31,55.51,63.75,56.49,0
5767,163.5,84,77,38,62.01,84.53,80.62,0
5767,391,13.04,91.62,24.58,44.32,52.39,42.55,0
5768,164,463.5,92,31,52.1,81.8,43.51,0
5768,442.5,383,73,34,32.14,80.67,31.61,0
5768,210.5,376,59,22,6.02,17.11,0.46,0
5768,374.11,378.5,124.71,40.06,23.94,71.73,21.37,0
5768,53.63,378.12,111.66,48.57,38.79,77.37,35.77,0
5768,271.49,245.25,119.98,28.56,11,25.22,4.33,1
5769,215.5,235.46,119.4,32.42,105.48,107.09,109.91,1
5769,35.48,221.15,80.86,26.84,190.22,187.73,180.6,0
5769,267.5,93.5,59,23,76.21,89.17,149.35,0
5770,181.5,237.47,108.6,27.07,18,30.53,24.63,1
5770,325,89.5,74,25,84.99,107.76,73.35,0
5770,239,37,70,20,40.93,63.97,42.71,0
5771,164,464.5,68,29,13.05,59.56,24.08,0
5771,229.83,313.91,137.57,41.17,26.03,42.12,30.61,0
5771,159.5,210.24,110.93,38.23,75.59,97.01,80.67,1
5771,81.5,168,65,18,24.02,69.01,41.52,0
5771,429,154.5,58,27,107.96,152.94,102.22,0
5771,319,138.52,133.86,50.85,89.77,116.75,92.28,0
5771,362.39,34.23,105.01,36.19,55.19,58.8,53.76,0
5771,231,17,122,34,99.84,110.16,119.33,0
5772,226,195,144,28,57.02,92.88,50.14,1
5772,53.88,134.84,103.52,43.27,181.06,213.49,178.73,0
5773,281,162.5,122,29,105.39,107.6,125.25,1
5774,260.5,252,133,28,169.64,162.85,141.92,1
5775,317,193.57,116.19,40.14,73.34,77.96,73,1
5775,174,169.5,72,23,116.03,160.57,116.61,0
5775,348.5,96.5,83,29,87.66,99.34,90.28,0
5775,401.99,51.67,96.79,19.98,126,120.85,106.79,0
5775,256.5,19,71,32,100.68,116.11,112.96,0
5776,269.11,219.41,122.89,32.02,57.58,117.21,120.35,1
5776,82.5,98.5,71,25,149.32,162.86,133.7,0
5776,312,70,96,44,154.9,163.43,144.2,0
5776,42.5,25,85,26,109.88,131.02,109.02,0
5776,338.5,10,85,20,142.68,149.2,137.59,0
5777,238.5,260,81,40,12.46,34.53,20.81,0
5777,288.5,209.5,105,39,9.25,31.31,12.13,1
5777,357,14,58,28,8.89,14.89,0,0
5778,168.49,248.83,111.45,26.81,126.43,121.59,144.55,1
5778,318.5,194.5,77,33,61.03,56.32,123.52,0
5778,11,141,62,22,161.16,153.83,175.32,0
5778,179.29,91.62,135.01,30.66,122.54,119.33,161.49,0
5778,67,76.5,62,21,90.19,113.46,100.14,0
5779,326.5,463,71,32,138.63,150.54,124.56,0
5779,370,332.5,154,37,90.71,114.54,74.59,0
5779,212.08,262.47,140.26,27.86,112.16,112.6,94.29,1
5779,421.06,32.73,124.17,50.56,28.42,64.34,16.36,0
5779,36,17.5,60,27,165.55,188.87,149.59,0
5780,447.5,150.5,63,27,158.52,181.52,177.52,0
5780,202.92,146.84,119.24,31.83,61.69,77.22,66.57,1
5781,258.01,259.97,142.33,29.61,73.13,94.87,58.25,1
5781,95.36,203.45,111.25,42.5,131.32,156.95,123.17,0
5781,36.95,88.77,75.9,29.6,174.43,208.6,196.56,0
5781,131.5,74.5,101,41,124.98,176.38,130.28,0
5781,132,20,52,22,145.09,195.51,158.24,0
5782,411.5,278.5,83,27,142.09,154.57,123.42,0
5782,196,215.5,98,31,180.76,175.04,152.98,1
5783,219.6,219.07,115.47,27.48,51.27,108.36,120.2,1
5783,249,152.5,72,31,55.59,114.5,135.39,0
5783,346.5,139.5,107,43,9.94,20.17,27.15,0
5784,199.05,229.35,90.54,35.75,189.09,197.85,178.28,1
5785,274,208,138,28,64.56,76.27,65.42,1
5785,79.5,183.5,47,23,238.45,225.13,215.07,0
5785,430.21,35.86,115.63,49.68,118.37,121.89,108.65,0
5786,201,426,82,40,179.32,180.69,176.72,0
5786,92,382.5,56,21,147.69,147.69,147.69,0
5786,189.5,207.5,135,27,109.18,109.67,93.65,1
5786,50.29,150.7,114.09,48.08,144.15,147.34,141.87,0
5787,387.5,427,83,38,73.7,74.41,31,0
5787,251.9,185.26,128.2,33.26,68.95,62.81,39.7,1
5787,419,162.5,82,25,72.8,63.6,24.35,0
5788,419.43,218.56,132.38,39.07,155.38,156.7,156.5,0
5788,174.5,151,109,32,72.79,77.33,46.35,1
5788,317.14,154.32,118.42,43.83,126.48,132.82,131.77,0
5788,293,110.5,88,35,100.44,110.52,108.81,0
5788,128.22,64.02,100.26,44.04,50.21,73.14,60.76,0
5789,433.7,447.46,92.69,32.11,153.51,177.4,143.56,0
5789,246.5,427.5,97,43,83.23,90.86,75.42,0
5789,81.59,331.23,105.79,48.81,120.81,125.82,102.51,0
5789,50.94,293.25,118.08,34.52,94.95,104.8,75.01,0
5789,259.43,212.28,129.16,31.74,92.69,103.12,63.09,1
5789,133.5,59,93,34,163.53,180.04,172.92,0
5790,262,338,110,26,7.01,12.58,25.73,0
5790,202,231,124,34,22.94,36.97,39.73,1
5791,401,180.5,56,23,155.1,155.18,143.63,0
5791,221,168.5,120,27,86.54,80.58,55.53,1
5791,384.5,113.5,59,23,150.78,114.78,98.78,0
5791,417,17,92,34,159.96,108.99,90.36,0
5791,134,21.5,94,43,115.14,111.33,96.76,0
5792,97.5,468.5,65,21,219.6,198.34,188.18,0
5792,253.06,190.14,128.5,28.96,153.7,145.69,121.9,1
5792,89,146,72,24,226.74,190.53,92.17,0
5793,265,319.5,104,29,0.24,6.25,0.24,0
5793,171.5,310,77,34,28.87,32.48,16.18,0
5793,230.5,284.5,109,33,8.31,12.37,2.29,0
5793,129,271.5,56,19,44.48,77.08,41.89,0
5793,91,196.5,68,23,16.64,29.03,15.37,0
5793,317.87,188.8,126.39,30.74,2.57,30.03,2.48,1
5793,313,17,82,34,0,0,0,0
5794,298.5,465.5,83,27,36.02,77.12,34.4,0
5794,246,401,54,24,50.93,63.3,54.46,0
5794,360,337.5,102,49,52.56,101.79,51.53,0
5794,117.5,233,65,30,196.35,197.32,191.65,0
5794,226,191.5,116,29,77.14,70.13,47.91,1
5794,396.6,145.03,101.7,35.08,63.55,94.27,35.11,0
5794,185.5,16,83,32,217.76,217.76,217.76,0
5794,38,16.5,76,33,84.58,131,112.77,0
5795,430,453,103.85,46.97,140.02,162.55,151.56,0
5795,62,424.5,72,35,61.88,80.41,76.78,0
5795,303.94,417.8,110.48,37.23,184.32,191.16,189.17,0
5795,254.96,232.86,117.71,46.36,97.38,90.14,103.33,1
5795,424.5,25.5,109,51,147.08,162.2,140.19,0
5796,389.5,421.5,49,23,244.46,247.52,237.97,0
5796,182.5,406,113,26,231.52,211.76,189.85,0
5796,189,199,122,32,233.32,235.9,203.92,1
5797,283,232,132,30,79.97,85.94,63.45,1
5797,75.14,148.25,136.18,31.37,203.5,208.73,195.16,0
5797,251,9.5,80,19,51.63,59.37,49.38,0
5798,225.55,205.03,137.17,27.69,76.94,78.84,54.97,1
5798,243.5,162.5,71,35,27.99,43.92,22.45,0
5798,147,165.5,90,41,61.48,91.67,49.39,0
5798,371.89,155.24,121.67,31.3,149.59,155.62,144.72,0
5798,34.5,145,69,34,107.92,116.37,86.49,0
5798,55.5,97.5,111,45,97.17,115.15,76.24,0
5798,330.2,57.54,116.63,52.97,42.49,84.05,46.61,0
5799,237.5,232,131,32,108.61,131.03,88.3,1
5799,169,106,80,24,180.27,181,214.8,0
5799,335,50,76,20,98.95,85.76,69.57,0
5799,205.8,20.1,161.43,40.55,174.63,187.69,174.75,0
5800,214,396,66,26,98.08,116.88,100.33,0
5800,345,222,72,24,136.64,127.05,104.43,0
5800,230.28,189.75,97.63,31.41,83.37,95.86,57.37,1
5800,380.5,93.5,97,29,139.31,129.76,97.39,0
5801,344.5,147.5,93,29,142.23,165.23,161.23,1
5802,240.5,319.5,77,27,62.75,62.85,61.78,0
5802,400.5,283,109,48,95.58,93.49,100.49,0
5802,211,215.5,124,27,88.64,83.55,60.23,1
5803,255.5,197.5,127,29,11.25,32.78,8.29,1
5804,268.5,416,71,20,44.5,42.37,42.69,0
5804,254.97,219.56,132.24,28.79,31.56,40.07,29.07,1
5804,240.5,148.5,65,27,29.96,29.96,29.96,0
5804,389,43,90,38,8,8,8,0
5805,211.5,458,63,28,13.01,14.85,10.19,0
5805,363,445,78,30,24.6,31.02,12.49,0
5805,97,437,56,26,16.67,19.13,9.95,0
5805,54,232,56,20,16.79,21,12.11,0
5805,234.52,218.29,107.13,42.19,19.53,31.82,11.47,1
5805,406,198.5,98,39,19.81,36.29,6.91,0
5805,298,26.5,64,27,8.88,9.19,8.53,0
5806,230,220,114,32,60.57,60.62,37.56,1
5807,294.2,352.23,132.24,43.24,83.54,100.98,91.97,0
5807,205.5,218,123,26,90.27,103.15,85.49,1
5807,190.61,150.74,136.29,50.11,94.9,120.23,94.5,0
5807,436.58,67.03,87.05,28.38,100.57,110.79,104.94,0
5807,84,30,100,38,78.39,99.32,83.86,0
5807,249,20,190,40,103.44,110.37,99.42,0
5808,200,311,76,26,73.97,96.82,98.88,0
5808,217,211.83,132.62,27.18,53.81,68.84,58.45,1
5808,416,149.5,100,47,109.31,126.14,123.25,0
5808,122,44,72,24,89.08,112.02,108.05,0
5808,398.5,30.5,53,23,142.42,163.48,160.97,0
5809,33,382,66,28,91.92,98.26,87.9,0
5809,86.76,290.84,139.82,44.67,164.46,168.55,159.84,0
5809,237.43,171.91,108.36,34.14,45.34,57.83,43.25,1
5810,317.16,201.58,88.36,32.44,54.91,86.32,58.63,1
5810,447.5,86.5,61,23,124,162.14,115.18,0
5811,228.5,196,137,30,24.55,67.44,24.19,1
5812,226,212,118,32,105.89,127.12,104.29,1
5812,90.5,142,86.56,30.96,153.27,176.97,179.62,0
5812,154.5,72,51,22,108.38,142.54,136.85,0
5813,48.5,225,59,20,39.93,39.92,39.96,0
5813,309.41,208.7,119.44,26.18,83.81,84.26,84.19,1
5813,404,162.5,72,31,190.63,197.97,176.83,0
5813,361,16,76,32,215.18,227.75,224.61,0
5814,78.5,243.5,61,21,97.79,111.79,136,0
5814,241.5,189.5,103,27,145.01,151.29,130.91,1
5814,91,164,86,28,80.28,80.65,81.92,0
5814,322,82.5,58,21,93.87,93.87,93.87,0
5815,188.4,241.38,113.43,37.28,143.68,145.29,119.65,1
5816,47.44,358.96,96.12,32.48,97.72,101.91,102.17,0
5816,241.04,245.22,114.84,28.28,101.18,105.15,77.69,1
5816,248.5,210.5,65,23,96.8,115.58,71.12,0
5817,254.02,197.34,132.61,27.78,19.92,37.7,7.95,1
5818,360.5,190,121,28,47.23,67.59,72.79,1
5818,94,98,106,50,127.61,158.01,143.5,0
5818,20.31,39.45,81.53,33.36,221.18,239.95,223.74,0
5819,249.1,224.16,119.08,30.07,88.54,103.86,73.95,1
5819,373.5,145,57,20,147.97,157.2,130.3,0
5820,282.49,242.34,138,28.26,6.84,35.3,7.12,1
5820,279,29.5,66,21,48.73,63.22,24.82,0
5821,236.43,218.5,111.72,29.72,10.77,26.89,12.7,1
5821,135.64,174.76,115.68,33.66,122.39,151.38,132.15,0
5822,330.5,211.5,117,25,51.34,44.24,40.35,1
5822,425.22,124.89,109.31,48.92,91.02,105.01,100.34,0
5822,331,94.5,74,29,90.62,108.86,105.71,0
5823,60,375.5,76,27,179.04,173.37,159.28,0
5823,110,342.5,82,21,148.21,152.48,141.18,0
5823,395.5,317,55,26,126.53,115.35,98.03,0
5823,418,240,86,40,134.92,129.48,121.81,0
5823,259.63,216.24,111.62,30.44,46.91,57.33,33.69,1
5823,328,104,88,24,86.38,97.05,56.5,0
5824,315,467,64,24,107.18,110.57,101.6,0
5824,273.06,198.32,108.73,30.5,98.11,103.27,99.39,1
5825,156,354,50,24,130.43,115.61,106.67,0
5825,357,343,74,34,135.88,156.76,135.47,0
5825,414,282.5,64,19,146.08,152.61,133.79,0
5825,304.61,145.13,114.52,33.22,135.41,147.43,128.78,1
5825,306,114.5,54,21,139.44,139.44,139.44,0
5825,439,107,56,20,138.26,139.19,136.47,0
5826,216.5,330,73,34,0,0,0,0
5826,315.38,139.88,102.33,48,3.21,4.95,2.26,1
5826,88.5,14.5,115,29,17.47,32.84,8.51,0
5827,249.96,200.88,128.42,28.85,137.57,135.51,112.56,1
5827,203,15,100,30,206.2,186.25,195.12,0
5828,270,216,132,28,59.1,61.43,45.7,1
5828,36,113.5,60,27,97.05,90.14,80.61,0
5828,271,11,62,22,58.57,58.57,58.57,0
5828,117.5,10,93,20,49.55,70.13,41.56,0
5829,175.5,410.5,69,25,30.27,74.92,32.11,0
5829,303.5,213.18,114.54,31.45,93.83,147.27,97.15,1
5829,230,129,62,20,47.53,79.57,33,0
5829,69,82.5,80,23,64.39,143.47,65.02,0
5830,308.5,398,59,20,181.86,185.58,175.36,0
5830,120.5,303,97,18,107.53,102.28,117.22,0
5830,184.5,199.5,137,35,85.25,81.05,66.43,1
5830,224.5,28.5,59,21,71.19,80.34,78.45,0
5831,177,186.5,140,31,108.09,109.47,87.49,1
5831,449,155.5,60,25,106.65,94.04,75.14,0
5831,155.34,154.64,100.12,30.01,121.72,133.79,96.16,0
5831,42,146,70,18,168.73,172.8,165.75,0
5832,263.5,178.5,133,31,1.41,2.75,1.55,1
5832,62,70.5,114,27,11.99,44.49,12.47,0
5832,366.5,16.5,93,33,2.59,11.61,2.34,0
5833,59.5,339.5,55,21,164.58,215.94,167.73,0
5833,263,204,132,28,62.05,117.12,70.7,1
5833,116,167.5,70,29,137.79,175.67,136.29,0
5833,423.63,118.23,113.05,42.84,86.56,162.3,120.78,0
5833,287,42.5,78,23,66.89,134.59,101.99,0
5833,132,20,58,24,24.09,48.38,34.84,0
5833,233.5,11.5,73,23,41.34,94.2,64.89,0
5834,371,200.5,132,29,72.27,58.13,40.37,1
5834,214,161,94,36,114.19,118.02,100.01,0
5835,321.5,137.5,99,47,131.24,140.25,138.79,1
5835,166.5,15,71,20,139.02,155.01,152.3,0
5836,186.5,333.5,111,29,0.63,0.6,0.54,0
5836,332.5,304.5,63,31,38.3,149.83,80.47,0
5836,273,134.5,118,25,24.21,83.35,41.41,1
5837,291.5,211.5,111,27,55.4,62.92,63.72,1
5837,421.5,134.5,59,29,97.62,98.14,97.76,0
5837,82,80,80,38,104.26,127.94,97.31,0
5838,233.5,320,63,18,48.09,54.72,23.15,0
5838,268,201.5,130,33,52.66,102.14,51.03,1
5838,101.5,65.5,125,31,27.36,94.23,42.89,0
5838,205,43.5,62,29,55.9,108.03,65.71,0
5839,325.5,388,89,32,176.95,174.02,182.54,0
5839,118,144.59,93.5,28.1,79.13,89.28,64.26,1
5839,159.5,110.5,111,25,93.54,110.67,80.81,0
5839,154,14,134,28,203.09,200.78,208.08,0
5840,223,234.85,134.24,29.73,192.84,176.96,144.85,1
5840,450.5,36.5,57,27,191.79,163.01,128.33,0
5841,355,462.5,76,33,99.93,104.1,93.32,0
5841,166,330.5,66,27,242.15,241.19,239.96,0
5841,227.5,242,135,30,164.95,155,127.57,1
