image,x,y,width,height,B,G,R,label
,227.5,59.5,71.25,29.71,3.81,18.6,3.07,0
,228,203,80,26,66.94,76.42,38.47,1
,149,161.5,56,25,122.4,123.66,91.73,0
,137.64,227.23,148.18,34.18,120.76,123.96,120.13,1
,146.31,190.2,89.24,36.21,126.19,135.62,125.27,0
,358.06,339.15,94.79,22.11,13.93,88.96,13.21,0
,212,206,118,52,12.6,22.8,5.09,1
,466.5,89,92,25,3.06,24.38,3.53,0
,250.48,211.34,101.39,24.59,99.08,103.73,77.17,1
,45,117.5,68,27,75.45,63.71,47.73,0
,207.4,19.51,106.57,37.71,86.24,74.76,76.64,0
,116.5,296.5,69,31,112.68,135.01,114.97,0
,115.5,213,83,40,94.65,135.7,108.09,0
,182,173.96,65.61,21.18,127.6,153.39,115.98,0
,81.8,158.25,134.86,36.12,92.61,143.78,107.9,0
,173.44,178.02,149.22,31.59,134.13,132.12,107.3,1
,80.95,448.85,73.05,34.15,133.17,140.49,122.83,0
,273.5,243.5,89,23,156.9,155.27,120.26,1
,419.7,129.4,100.33,25.81,156.42,161.92,146.07,0
,360.5,469,59,20,160.89,167.89,147.72,0
,295,208.5,78,21,160.79,162.1,161.88,1
,398.5,176.5,53,23,140.59,150.83,121,0
,209,250.5,70,21,95.64,94.78,90.57,1
,398.28,126.27,125.87,36.02,189.34,192.5,183.36,0
,442.5,72.5,57,27,178.1,178.1,178.1,0
,286.6,60.2,118.96,49.19,166.13,165.64,165.91,0
,196.5,210.5,55,21,90.86,100.57,73.59,1
,228.96,163.51,104.62,35.65,53.37,56.74,60.35,0
,462.5,178,104,33,169.3,179.7,156.58,0
,189.5,225.5,89,27,114.77,136.27,117.92,1
,154.84,221.03,136.48,41.68,123.66,115.57,98.58,1
,68.44,173.05,137.51,29.79,105.12,90.92,80.94,0
,402.34,13.3,89.37,29.12,173.03,182.14,180.67,0
,248.43,206.08,101.68,22.84,95.21,113.48,100.32,1
,365.54,200.86,78.94,37.28,125.46,147.34,146.53,0
,224.5,216.5,65,29,86.43,111.64,72.08,0
,345.12,214.72,86.97,28.34,112.74,115.93,115.42,1
,88.12,120.6,104.34,30.22,50.56,107.5,91.56,0
,290.5,220.5,99,25,84.83,101.26,94.13,1
,119.5,465,61,28,148.91,153.95,154.29,0
,188.83,389.26,99.4,29.72,143.73,135.15,123.7,0
,79.5,378.5,77,27,149.3,158.54,153.85,0
,270,296,96,22,112.1,123.08,94.59,0
,123.5,255,101,34,151.17,149.85,145.34,0
,242,222.5,76,23,124.85,134.48,98.88,1
,414.5,221.5,63,23,141.86,139.48,110.86,0
,57.33,33.88,94.54,31.05,161.12,200.87,175.4,0
,82.88,196.03,79.4,35.07,106.34,108.01,102.04,0
,343.5,147,93,30,142.18,165.18,161.18,1
,310.07,419.41,88.12,30.41,144.2,143.36,143.49,0
,188.49,345.15,124.08,43.01,114.98,110.22,110.78,0
,207.24,217.87,93.8,31.42,73.14,73.9,53.09,1
,421,12.5,116,25,239.92,242.98,234.11,0
,267.5,307,51,22,65.11,99.25,92.83,0
,284,170.5,60,21,112.78,124.62,94.15,1
,390.5,155.5,97,43,84.21,99.93,27.18,0
,341.5,60.6,138.2,52.85,77.6,98.46,36.5,0
,217.5,223.5,119,27,177.69,176.69,146.22,1
,395.5,147.5,81,27,44.03,50.31,32.77,0
,275.5,211.5,91,21,112.58,118.02,115.49,1
,144.52,171.5,101.07,42.8,173.16,186.23,185.26,0
,256,139.5,96,21,168.96,189.87,186.24,1
,261,213.5,72,21,121.06,105.47,98.48,1
,324,223,56,20,148.25,153.54,138.33,0
,220,204,100,42,82.95,115.71,91.43,1
,336.44,186.72,132.63,32.04,146.72,150.8,132.34,0
,416.53,66.14,114.02,23.93,121.32,137.18,89.34,0
,428.5,15.5,101,31,109.95,134.94,74.42,0
,251.5,228,107,50,109.53,118.67,86.33,1
,430.08,326.8,100.15,45,153.47,164.3,134.41,0
,346.5,290,77,34,163.79,164.35,162.73,0
,248,251.5,50,23,150.24,180.85,150.24,0
,110,254.5,74,35,218.32,204.55,192.69,0
,219.13,204.36,95.52,37.19,129.6,157.85,135.65,0
,183,134.5,110,29,83.53,102.93,77.5,1
,349.95,163.61,125.56,62.11,159.89,169.26,158.09,0
,315,110.5,56,23,169.97,182.03,179.62,0
,358,12,88,24,150.04,173.51,155.87,0
,315,182.5,76,23,157.15,160.49,150.84,1
,448.93,256.55,94.91,41.74,108.3,113.05,99.03,0
,290.01,191.36,115.33,26.47,112.43,117.48,102.92,1
,381.5,10,71,20,151.89,152.62,150.46,0
,286,14.5,78,29,159.12,163.38,151.07,0
,352,413.5,56,23,97.31,97.31,97.31,0
,189,189.5,112,31,84.11,84.13,63.67,1
,278,166.5,54,21,84.89,85.07,84.52,0
,255.5,312.5,53,21,52.71,53.6,51.01,0
,210.5,196,115,50,57.95,71.38,51.99,1
,223.5,468,63,22,156.02,167.67,153.61,0
,96.5,452,117,54,156.37,163.28,157.3,0
,364.51,229.6,73.23,23.08,129.22,136.38,115.72,0
,272,214.5,126,37,140.18,136.92,117.48,1
,440.12,207.58,70.21,25.89,121.18,139.73,104.34,0
,256.13,163.85,98.18,32.37,122.84,120.28,108.61,0
,261.73,225.46,84.39,28.57,157.39,161.99,158.16,1
,147.5,198,101,24,74.84,62.61,27.13,1
,117,140.5,84,27,73.56,83.2,38.41,0
,374,120.5,122,51,214.32,220.41,203.69,0
,267.5,166,145,30,87.63,86.7,74.19,1
,219,216,72,22,76.53,75.85,37.88,1
,134,181,60,20,127.45,123.82,106.68,0
,204,21,66,26,89.78,120.94,93.28,0
,433,11,86,22,60.54,104.08,27.38,0
,399,157,78,36,150.12,160.86,128.02,0
,457,88,94,44,129.83,145.94,98.59,0
,298.25,55.3,115.52,33.71,107.56,118.08,100.47,0
,253.98,230.83,98.29,21.8,60.67,61.77,33.96,1
,287,38,58,24,94.38,95.31,93.88,0
,357,428.5,66,27,169.5,172.11,164.53,0
,357.5,390.5,77,37,160.56,178.13,151.5,0
,179,206.5,118,27,138.28,160.16,142.87,1
,337,185,96,36,142.34,144.9,137.96,0
,386,32,58,20,181.39,182.27,182,0
,67.69,16.89,103.68,34.84,77.73,108.83,90.1,0
,177.51,387.29,82.51,35.04,150.51,118.88,104.42,0
,444,275,70,32,138.41,106.86,10.54,0
,334.56,140.55,91.35,26.65,123.06,96.77,25.72,1
,416,196.5,66,27,118.13,123.68,107.6,0
,434.5,118,89,44,204.87,207.98,188,0
,245.5,242,95,26,104.29,105.55,77.74,1
,13,109.5,59,26,150.44,168.7,149.98,0
,356.34,367.1,85.45,27.36,131.97,123.05,68.4,0
,147.5,326,53,26,159.85,160.54,175.59,0
,236.49,157.67,103.57,32.05,96.7,92.73,77.54,1
,257,456.5,70,19,53.21,53.95,51.79,0
,74.5,66.5,59,29,80.27,146.1,96.45,0
,237,218,72,20,69.64,67.92,47.69,1
,435,309.5,68,23,82.58,87.84,75.23,0
,199,177.5,68,21,146.74,162.05,130.37,1
,55.16,94.21,110.65,32.59,96.17,118.2,91.73,0
,225,9,64,18,125.21,133.9,132.96,0
,234.5,212.5,77,21,75.24,90.08,54.04,1
,330.5,184,63,24,123.59,128,127.31,0
,440,135,66,26,117.69,118.52,118.39,0
,221.63,126.78,75.17,33.51,57.53,63.61,46.27,0
,39.5,89,65,28,35.36,42.3,22.33,0
,208.5,13,85,26,29.05,48.27,28.3,0
,213.64,457.49,124.89,51.76,35.19,55.73,48.73,0
,239,339,60,26,56.99,63.5,62.44,0
,194.5,221.5,75,23,24.62,39.37,22.03,1
,300.52,142.09,109.4,29.35,127.77,146.74,143.51,1
,171.75,91.1,69.86,30.86,154.05,157.95,157.34,0
,328,148.5,104,27,129.62,166.34,174.65,1
,219.5,71.5,71,21,125.73,161.73,177.73,0
,218.99,200.22,83.21,22.96,97.34,109.98,84.37,1
,149.67,143.68,108.76,38.89,137.79,156.17,151.52,0
,189,395.5,60,27,159.1,143.03,135.07,0
,275,382.5,104,45,177.72,163.09,156.72,0
,285,197,82,40,109.2,108.75,93.03,1
,121.12,126.07,118.59,52.35,205.2,213.17,191.93,0
,453.5,12,51,24,106.38,146.56,144.2,0
,136.72,28.58,125.76,52.87,143.7,153.85,132.67,0
,204.5,153,121,24,65.66,69.98,46.36,1
,422.44,359.76,96.39,41.04,154.39,183.64,176,0
,251,212,74,18,88.29,102.99,101.66,1
,40,168.48,80.44,20.78,115.34,133.47,121.6,0
,288.2,345.6,94.87,27.2,78.76,88.3,68.71,0
,265,212.5,96,27,95.83,102.5,84.75,1
,46,125,92,32,43.94,155.29,116.1,0
,346.5,292.5,55,21,138.89,197.89,146.89,0
,447,223,64,26,126.53,192.54,120.59,0
,273.5,217.5,97,25,103.89,153.76,108.52,1
,393.51,173.57,147.33,30.36,132.43,193.2,136.91,0
,423.08,112.24,117.22,45.82,129.23,191.41,130.92,0
,403.5,58,65,30,131.57,191.04,138.67,0
,301,22,118,44,99.98,156.4,115.5,0
,222.5,216.5,55,19,160.3,169.73,137.81,1
,423,179.5,54,23,153.87,134.1,128.85,0
,54.5,442.5,95,47,114.89,122,105,0
,74.5,292.5,55,21,91.49,99.48,97.26,0
,283,213,86,38,171.82,171.42,171.77,1
,261,464,136,30,193.98,199.57,181.36,0
,231.01,216.04,106.56,28.74,89.88,99.23,72.88,1
,77,12,72,24,25.41,46.46,42.87,0
,56.74,263.18,122.44,47.45,152.64,163.68,141.99,0
,314.5,167.6,93.62,25.74,120.13,134.34,131.49,1
,85.5,118.5,89,41,194.24,210.92,188.97,0
,202,346.5,66,27,72.5,69.36,69.95,0
,439.5,8,79,16,28.54,19.8,21.23,0
,314.5,268,98.62,34.57,80,91.67,78.26,1
,224,221,68,24,112.59,117.98,84.14,1
,100,446.5,74,27,49.71,80.96,34.32,0
,468,279,54,22,117.55,113.34,7.33,0
,217,217,104,28,119.45,130.71,85.1,1
,260.03,217.93,82.42,27.79,117.47,125.65,104.09,1
,296,205,120,38,14.24,16.98,9.73,1
,440,18,78,36,17.99,18.72,16.6,0
,117.5,206,57,22,136.85,144.53,120.38,0
,444.53,77.34,69.96,19.55,57.41,61.61,60.92,0
,313.5,387.5,65,21,143.82,148.64,135.67,0
,300,320,60,24,140.88,164.26,141.03,0
,229,187,78,22,106.07,116.04,105.28,1
,157,145.5,68,25,180.17,199.49,196.16,0
,169.5,199.5,125,27,141.3,148.67,121.34,1
,49.5,97.5,55,21,196.57,218.06,209.64,0
,413.65,276.27,126.24,32.49,101.21,105.18,93.72,0
,246.5,219,77,26,94.98,108.83,77.03,1
,208,203,56,22,25.68,60.03,21.35,0
,255.5,107.5,115,41,9.93,15.7,8.43,0
,250.5,219,125,30,120.73,134.84,115.18,1
,463.5,65,70,31,193.45,197.35,186.07,0
,245.88,229.87,132.97,31.37,97.98,96.83,67.85,1
,435.5,85,63,24,221.45,221.46,221.46,0
,171.5,213,89,44,110.89,113.42,120.07,1
,284,151,60,24,43.8,42.08,62.56,0
,442.5,66.01,73.71,29.65,209.12,208.82,208.49,0
,131,45,52,24,120.31,119.77,130.59,0
,429.12,327.5,103.57,49.59,133.03,135.57,129.23,0
,382.5,157.5,75,21,136.51,136.51,136.51,1
,249,190,112,24,50.16,87.62,40.05,1
,149.5,182,73,22,81.36,132.08,61.08,0
,173.5,465,109,28,124.74,131.21,130.17,0
,357.21,463.39,101.95,31.12,154.21,154.21,154.21,0
,433.5,420,53,26,130.28,174.87,130.28,0
,258.5,213.5,147,29,115.98,129.45,117.01,1
,377,151.5,98,31,150.58,160.53,138.14,0
,389.5,109,59,28,191.24,199.04,176.59,0
,38,465,76,28,160.29,161.97,157.13,0
,54.9,296.07,95.63,30.37,132.5,132.56,132.55,0
,129.5,261.5,53,25,161.53,162.52,159.64,0
,219.47,206.76,143.32,28.28,95.2,102.09,82.1,1
,259,210.5,116,31,2.33,12.86,1.37,1
,114,215.5,74,25,156.25,168.57,170.57,1
,225.5,123.5,79,29,38.77,35.79,9.17,0
,116,17,110,34,56.1,93.65,104.77,0
,353,336.5,86,39,180.95,182.95,165.46,0
,45.63,195.95,98.67,48.67,149.06,134,110.84,0
,271.5,222.5,71,23,60.41,74.04,66.72,1
,266.6,450.76,103.99,50.31,55.96,59.94,58.41,0
,336,405,56,26,47.4,47.4,47.4,0
,426.5,376,55,24,139.09,152.64,128.43,0
,237.5,230.5,125,31,158.13,164.99,132.2,1
,262,47,72,32,177.42,195.32,184.48,0
,344,450,72,30,163.1,165.6,165.2,0
,377.08,273.54,73.45,23.75,168.89,169.39,168.71,0
,274,223.5,58,27,142.58,148.13,147.21,1
,188.5,212,77,32,137.52,162.65,145.27,0
,169.5,41.5,89,39,157.44,151.88,132.78,0
,254,204,92,24,77.41,92.96,60.98,1
,396,103,50,22,211.31,213.54,207.06,0
,70.5,11.5,47,23,21.42,82.54,18.03,0
,171,216,104,30,123.44,102.02,57.41,1
,418.53,296.87,78.5,34.56,94.31,97.55,88.18,0
,242,243,90,24,115.75,125.07,92.77,1
,54.5,18,109,36,154.83,184.31,164.68,0
,394.17,429.45,126.96,37.83,127.32,114.99,108.52,0
,311.5,207,129.34,40.79,137.86,120.63,108.9,1
,427,20.5,94,41,126.09,106.73,108.96,0
,50.5,468.5,51,21,105.96,106.84,104.27,0
,421.53,269.94,107.23,25.38,129.63,141.49,117.86,0
,448,230.5,62,23,125.87,139.68,115.73,0
,298,208,96,36,116.09,123.31,118.6,0
,135.9,173.66,75.49,21.43,81.34,86.05,68.39,1
,179.73,99.56,92.26,34.62,58.77,66.56,47.46,0
,357.5,92,61,28,128.17,141.67,136,0
,231.5,170,125,42,94.61,112.2,82.15,1
,159.05,39.31,95.22,41.04,225.12,228.94,226.09,0
,229.5,14,63,28,199.66,220.95,217.28,0
,301,206,102,22,192.34,192.34,192.34,1
,185,156,90,36,76.66,94.18,73.75,0
,39,149.5,78,35,86.13,108.09,95.54,0
,238.5,230,97,26,207.69,210.32,188.48,1
,87.29,211.27,103.94,29.71,147.68,151.53,145.9,0
,464.5,124.5,65,29,68.9,71.76,70.47,0
,264.5,220.5,73,21,115.32,83.55,60.72,1
,143.9,167.82,114.72,47.37,179.95,178.89,151.7,0
,341,144,74,32,212.35,130.11,79.87,0
,47.5,470,95,18,229.19,206.17,141.88,0
,211,350,54,20,148.44,99.86,51.61,0
,445.46,266.71,73.73,29.08,236.97,214.77,154,0
,216.64,224.44,136.69,28.3,215.5,195.12,147.13,1
,83.5,211,109,30,205.93,179.93,135.3,0
,440.5,141,77,36,234.03,207.99,147.96,0
,129.5,17,63,22,237.75,206.32,143.39,0
,175,73,86,40,68.42,46.24,16.8,0
,251.46,217.6,128.03,33.41,166.27,155.15,124.67,1
,434.5,459.5,83,39,2.38,37.22,22.49,0
,41.36,234.23,73.16,28.15,18.52,24.53,26.84,0
,199.5,215,125,34,18.98,31.56,19.27,1
,285.5,376,61,26,41.43,77.83,60.13,0
,243,252.5,140,29,96.24,109.77,78.78,1
,16.5,187.5,75,33,27.76,75.6,34.97,0
,448,72.5,62,27,168.22,172.97,159.25,0
,454.5,31,49,22,166.39,173.49,153.02,0
,319,216.5,100,27,91.82,79.36,70.32,1
,46,351,78,30,77.91,85.7,64.17,0
,224,317,62,26,175.37,158.25,150.59,0
,90.7,271.42,90.23,28.08,88.39,72.18,47.9,0
,238.7,237.26,118.93,36.91,193.04,177.68,147.01,1
,131.2,181.61,102.49,41.36,177.91,171.48,153.68,0
,313.5,142.5,79,37,91.89,84.68,59.85,0
,289.95,21.31,89.65,25.86,112.46,99.52,84.63,0
,204.6,220.33,157.94,51.48,88.24,101.24,63.52,1
,55.72,185.33,104.09,31.79,90.36,122.87,97.91,0
,228,23.5,106,47,167.16,179.92,158.19,0
,290,191.32,142.44,29.44,132.7,109.19,90.41,1
,287,133,70,24,155.63,120.79,104.65,0
,469,99,68,20,173.23,173.23,173.23,0
,367.5,71,49,24,174.57,174.57,174.57,0
,421.5,35,57,24,171.69,171.69,171.69,0
,276.5,412,83,32,81.68,91.65,85.21,0
,36,317,62,20,91.74,115.8,111.67,0
,105.5,287.5,51,23,74.35,86.8,82.02,0
,279,233,74,30,118.75,146.11,139.26,1
,261.5,130.5,51,23,83.6,106.44,90.68,0
,144.42,459.38,115.99,38.34,97.23,100.03,96.69,0
,209.5,147,115,26,69.72,75.27,56.69,1
,36.5,74.56,81.88,32.54,225.44,239.25,221.04,0
,402,13.5,98,27,185.79,185.79,185.79,0
,37,469,66,20,57.03,76.81,107.2,0
,255.48,457.89,133.76,39.86,107.02,95.38,95.2,0
,194.5,414,103,40,185.31,176.66,175.22,0
,213.5,332.5,77,33,95.07,83.43,83.22,0
,249.56,204.52,98.91,35.41,34.77,40.53,48.55,1
,34,117.5,62,29,17.11,12.35,26.16,0
,35.46,71.13,80.65,32.13,17.03,24.25,26.87,0
,378,19.5,110,39,20.89,13.47,35.43,0
,193.5,270,93,24,159.71,120.03,41.12,1
,326,204.5,100,37,147.3,110.44,26.65,0
,108.5,10.5,63,21,166.62,154.62,72.53,0
,237.52,219.51,79.4,20.77,97.29,116.2,113.82,1
,450,215.5,58,23,107.99,99.99,122.99,0
,185.21,193.75,105.27,26.22,53.94,66.27,46.26,1
,411.5,14.5,61,29,202.88,217.82,236.55,0
,260.5,13.5,87,27,124.22,124.8,123.11,0
,345.5,229,63,24,103.72,106.48,94.44,1
,30,179,60,24,224.5,224.65,219.85,0
,192.5,26.5,73,27,136.45,150.25,113.63,0
,245.65,195.84,139.55,32.85,150.79,99.98,35.67,1
,240,191,68,28,83.27,90.5,76.62,1
,159.42,128.68,95.62,34.43,85.04,118.64,136.52,0
,232,217,80,22,55.64,66.51,30.94,1
,322.82,60.83,119.01,50.73,79.94,119.37,76.76,0
,219.5,213.5,105,25,72.11,78.4,57.06,1
,277.5,163,53,20,48.95,48.95,48.95,0
,254,450,78,36,51.83,52.89,51.25,0
,347.85,418.32,96.21,32.77,121.97,124.02,123.68,0
,257.01,229.7,134.95,26.66,72.43,75.73,60.97,1
,396.68,426.54,114.07,47.79,152.1,161.03,149.37,0
,285,233.5,106,27,104.5,101.35,92.03,1
,244.51,218.8,88.04,22.72,131.1,149.16,122.18,1
,40.79,432.36,88.23,38.64,199.68,210.4,209.02,0
,367.5,234,55,26,117.66,102.26,84.41,0
,230.5,201.5,97,29,88.92,91.66,67.66,1
,322.01,173.56,66.61,23.69,117.75,102.75,83.75,0
,440,108.5,78,33,108.37,91.73,77.45,0
,209,449.53,82.03,33.87,73.39,64.08,62.53,0
,234.5,424,55,22,56.46,55.87,55.09,0
,388.5,221,79,28,81.96,79.62,51.08,0
,463,38.5,77,32,102.9,87.95,68.97,0
,264.5,231.05,67.57,23.72,57.76,74.69,40.43,1
,348.5,161,135,42,100.9,117.81,68.12,0
,140.67,326.82,64.35,23.47,66.43,64.39,54.79,0
,190.46,346.4,133.97,46.6,55.1,59.25,56.72,0
,369.49,243.17,85.22,36.77,162.61,194.85,193.23,0
,185,181,88,26,38.55,52.26,27.77,1
,184.74,187.36,95.21,27.46,109.39,114.45,104.4,0
,42,179.5,60,23,106.12,130.89,111.49,0
,280,422,74,30,37.28,34.98,17.62,0
,266.09,212.15,140.35,34.85,62.16,59.67,36.25,1
,376.55,228.94,108.41,38.59,114.98,86.43,39.04,1
,224.59,81.43,116.55,46.61,197.21,179.22,186.52,0
,37,405.5,56,21,154.61,150.96,155.29,0
,177.68,375.71,88.77,32.74,133.13,121.24,115.22,0
,29.43,251.22,59.52,26.75,94.47,97.45,107.78,0
,345.25,180.85,136.25,26.97,143.4,153.39,145.47,1
,57.5,178,93,32,115.92,123.43,145.98,0
,66.25,123.33,99.48,25.36,115.38,119.62,114.14,0
,89,468.5,100,21,111.65,94.51,75.82,0
,324.53,212.04,120.5,29.17,53.33,62.89,46.06,1
,194.5,80,59,26,115.87,123.87,101.11,0
,329,73.5,58,27,107.64,118.43,114.18,0
,224.53,20.98,167.11,38.66,103.03,110.08,89.93,0
,59,10.5,84,21,168.77,179.2,154.92,0
,288.5,210,71,30,0.29,1.1,0.35,1
,452.5,204.5,53,21,102.36,119.4,11.99,0
,158.67,420.61,110.16,34.72,107.19,105.57,100.77,0
,69,326.5,56,21,195.4,189.85,190.25,0
,240,199,92,26,84.42,93.99,80.9,1
,459,199,84,40,168.96,196.4,156.85,0
,180.5,16.5,83,33,128.9,142.8,140.42,0
,87.5,278.5,61,29,43.62,46.59,43.25,0
,255,214.5,92,25,116.9,133.65,136.54,1
,222.5,11,73,22,167.92,182.76,202.24,0
,440,460.5,78,37,56.3,167.54,97.31,0
,125.17,308.21,95.27,35.74,26.05,44.86,22.45,0
,401.5,277,69,26,67.55,158.06,101.89,0
,22.63,203.41,63.14,30.16,15.34,32.31,11.19,0
,326.52,133.2,139.88,29.8,64.94,169.61,104.19,1
,45.5,27,85,36,69.04,146.03,81.01,0
,241,455,96,40,114.16,141.83,144.75,0
,136.33,387.77,103.77,32.64,77.96,78.86,76.27,0
,92,344,74,24,78.13,80.52,73.58,0
,227,307.5,102,31,107.24,129.2,136.87,0
,256.59,176.13,145.47,37.39,106.51,131.43,122.96,1
,248.16,128.67,162.42,42.96,113.98,128.47,129.86,0
,471,440,78,16,2.44,37.61,3.29,0
,41.83,367.23,94.91,36.33,38.14,56.11,23.82,0
,387.76,279.56,84.64,33.95,2.5,81.15,29.83,0
,223.55,235.4,152.66,38.89,40.46,64.41,37.85,1
,250.5,217,103,48,70.78,85.25,65.39,1
,425.42,111.56,135.69,47.55,65.22,77.81,70.41,0
,119.5,309.5,51,21,33.37,31.89,31.67,0
,292,256.5,54,21,150.57,153.05,150.57,0
,257.38,142.05,101.31,40.81,129.83,149.49,140.4,1
,389,18,180,36,122.36,131.41,123.52,0
,186.53,147.88,110.79,49.27,68.12,99.76,53.87,1
,236.5,72.5,51,25,40.08,77.95,45.14,0
,43,38.5,66,27,52.8,103.38,57.62,0
,322.5,16,71,32,131.07,188.79,142.53,0
,48.5,445,75,28,126.7,129.36,121.84,0
,140.04,454.38,111.36,46.44,71.23,90.07,75.91,0
,200.5,440,105,44,68.13,105.98,84.66,0
,191.49,199.61,108.89,34.11,88.04,89.65,64.71,1
,210.89,372.38,99.19,30.77,95.62,74.38,50.3,0
,140.69,331.36,98.55,46.04,88.5,74.63,54.36,0
,307.5,207,137,28,205.27,183.49,143.95,1
,25.62,168.08,67.23,30.02,150.77,128.88,96.72,0
,311,94,52,22,80.76,102.52,48.55,0
,258,359.5,74,27,87.67,115.68,90.99,0
,205.16,227.43,77.63,38.16,174.58,171.67,148.05,1
,247.65,230.26,100.89,41.91,215.32,203.73,173.6,1
,215.57,82.68,97.33,32.75,165.87,161.52,192.94,0
,315,66.5,54,25,245.99,248.74,240.65,0
,349,200.5,110,25,100.58,85.08,67.52,1
,438,340,76,24,90.09,94.21,92.26,0
,450.5,310,57,28,78.55,77.79,77,0
,428,277,64,30,112.92,128.73,140.52,0
,246.01,161.8,111.9,33.1,82.79,85.06,91.78,1
,352,127.5,98,25,150.72,180.36,197.02,0
,410,13.5,78,27,159.8,187.39,204.12,0
,234.5,468.5,67,21,109.05,109.42,108.94,0
,293,332.5,56,27,93.45,97.19,101.56,0
,240.53,216.91,129.34,29.71,119.87,122.01,103.36,1
,307,400.5,54,25,79.27,114.55,74.53,0
,243.5,206,71,22,84.99,102.75,81.46,1
,236.5,204,55,20,105.42,78.04,42.15,1
,231.5,221,89,26,86.92,97.96,75.99,1
,397.5,36.5,57,25,68.8,75.17,74.17,0
,168,30.5,90,39,189.3,197.55,202.47,0
,50.5,13.5,83,27,52.42,80.64,130.38,0
,272.5,243.5,77,21,84.72,102.94,67.8,1
,91,28.5,106,49,105.28,185.79,139.58,0
,33.5,467.5,67,23,138.08,144.17,130.88,0
,198.31,443.86,113.4,51.52,37.47,52.18,39.95,0
,259.5,193.5,55,21,20.09,37.81,14.39,1
,393.5,468.5,65,21,125.23,110.23,91.23,0
,273.5,235.5,67,19,146.42,141.53,135.07,0
,216,179,110,26,128.07,127.35,97.59,1
,322.7,198.06,103.06,25.99,187.26,188.98,184.02,1
,216.44,146.16,127.99,32.42,1.89,6.81,0.43,1
,335.5,34.5,89,21,0,0,0,0
,202.41,185.22,122.2,27.59,42.19,56.55,24.07,1
,140.01,41.66,91.12,32.23,2.47,3.07,1.85,0
,309.5,202.5,77,35,85.11,70.48,51.42,0
,158,182.5,70,23,121.9,112.71,77.97,1
,249,205.5,86,31,191.36,189.71,171.12,1
,250,231,60,22,96.04,110.81,64.46,1
,423,14.5,94,29,162.87,167.62,153.88,0
,241.5,171.5,91,37,74.83,73.63,67.35,1
,333.5,158,67,32,149.38,151.45,129.48,0
,433.22,448.13,93.82,33.39,153.78,177.45,143.85,0
,78.87,333.35,110.2,53.76,119.2,124.59,100.45,0
,50,293.04,118.13,34.81,95.08,104.99,75.14,0
,258.5,212,129,32,93.24,101.59,62.89,1
,363,103,92,40,135.21,160.47,121.53,0
,143,59,114,34,160.1,177.24,170.6,0
,420,11,52,22,141.68,151.5,129.33,0
,218.5,378,119,50,156.29,158.63,151.78,0
,319.84,336.28,143.01,40.8,122.73,133.51,122.01,0
,213.22,215.42,78.22,29.38,65.09,79.33,53.54,1
,160.62,229,132.4,37.61,47.81,69.61,50.43,1
,386,187,90,32,151.13,163.67,126.9,0
,270.21,187.3,109.48,43.21,35.82,30.17,14.47,0
,442.63,152.71,77.84,38.23,217.35,224.3,204.25,0
,269.5,12,119,24,20.56,33.46,97.99,0
,53.5,20,107,40,137.8,167.11,144.11,0
,23.5,295,102,47,33.98,53.03,47.8,0
,226,217,66,28,160.94,169.22,129.59,1
,264.78,414.61,79.14,27.66,46.01,43.44,43.84,0
,253.95,218.3,132.91,32.97,30.82,39.41,28.53,1
,121.5,204.5,94.67,38.99,60.92,48.52,50.41,0
,239.5,148,65,28,28.73,40.5,28.73,0
,399.89,34.74,118.63,53,7.94,7.94,7.94,0
,85,444,66,28,110.27,84.45,76.96,0
,197.88,423.03,115.48,50.55,98.49,85.12,74.66,0
,117.5,176.5,83,21,192.79,107.59,35.84,1
,358,147.5,54,25,192.31,159.32,142.91,0
,281,100.5,108,43,191.23,166.69,150.26,0
,260,27.5,90,39,179.46,164.97,147.06,0
,401.81,41.2,132.18,55.23,189.42,167.98,142.64,0
,106.5,20.5,121,41,112.21,102.98,72.01,0
,223.53,239.42,85.15,36.17,85.56,101.28,77.75,0
,300.92,95.49,90.42,42.19,60.65,62.76,56.69,0
,64,19,102,38,72,92.82,84.63,0
,373,434,66,24,146.82,158.63,156.61,0
,361.64,199.27,118.92,31.13,148.19,148.92,148.8,1
,143,124.5,52,23,67.56,104.71,90.9,0
,70,236.5,78,33,7.02,35.76,9.83,0
,219.87,202.45,122.87,43.1,81.05,115.05,54.47,1
,248,243.5,102,25,101.22,125.9,97.23,1
,419.13,54.55,92.56,27.38,142.43,156.87,118.09,0
,202,19.5,56,19,176.19,186.39,184.89,0
,373.5,16.5,67,33,148.02,158.7,127.64,0
,284.5,24.5,101,49,152.36,163.58,144.33,0
,290.5,241.5,109,29,128.45,131.77,109.01,1
,447,195.5,54,21,199.51,203.16,180.92,0
,421,144,60,26,184.06,187.58,165.35,0
,411.5,16.5,105,33,112.33,126.31,121.16,0
,263.5,213.5,79,37,7.57,14.25,2.38,1
,161,193,68,26,43.23,52.09,5.75,0
,412.5,56,49,24,0,0,0,0
,196.54,214.61,85.51,30.08,132.37,168.32,154.41,0
,291.44,187.52,69.77,24.61,139.73,167.98,182.48,0
,425.5,445.5,75,21,68.39,106.62,81.57,0
,199.5,433.5,77,31,213.25,211.18,192.72,0
,257.02,211.31,122.13,32.65,92.5,92.74,68.7,1
,231.5,164.5,89,39,109.72,110.8,97.6,0
,81.5,150.5,59,27,167.48,170.75,166.85,0
